title,price,liter,fuel_type,year,transmission,city
Mercedes-Benz Sprinter,12999,2.7,Diesel,2008,Mechanical,Kedainiai
BMW 525,13200,2.0,Diesel,2013,Mechanical,Marijampole
Mercedes-Benz Sprinter,13500,2.7,Diesel,2009,Mechanical,Kedainiai
Nissan Qashqai,13650,1.6,Diesel,2014,Automatic,Sirvintos
Ford Mustang,13970,4.6,Gasoline,2007,Mechanical,Jurbarkas
Ford Kuga,14400,1.5,Gasoline,2018,Automatic,Klaipeda
BMW 530 Gran Turismo,14500,3.0,Diesel,2010,Automatic,Vilnius
BMW 740,23600,2.0,N/A,2017,Automatic,Klaipeda
Volkswagen Passat,26500,2.0,Diesel,2019,Automatic,Birzai
Mercedes-Benz E 220,29000,2.2,Diesel,2016,Automatic,Vilnius
Volvo XC60,33400,2.0,Diesel,2017,Automatic,Vilnius
Opel Astra,390,1.6,Gasoline,1999,Mechanical,Kaunas
Ford Focus,395,1.6,Gasoline,2000,Mechanical,Kaunas
Opel Zafira,429,2.0,Diesel,2001,Mechanical,Kaunas
Skoda Fabia,450,1.2,Petrol / Gas,2004,Mechanical,Vilnius
Audi A4,480,1.9,Diesel,1998,Mechanical,Vilnius
Volkswagen Passat,500,1.9,Diesel,2004,Mechanical,Klaipeda
Alfa Romeo 156,500,2.0,Gasoline,1999,Mechanical,Radviliskis
Audi A4 B5,500,1.6,Gasoline,1997,Mechanical,Vilnius
Opel Meriva,550,1.7,Diesel,2004,Mechanical,Vilnius
Mitsubishi Colt,550,1.5,Diesel,2005,Automatic,Vilnius
Citroen Xsara Picasso,550,2.0,Diesel,2002,Mechanical,Utena
Saab 9-5,580,2.0,Petrol / Gas,2002,Automatic,Vilnius
Peugeot 607,599,2.2,Diesel,2004,Automatic,Telsiai
Renault Laguna,600,1.9,Diesel,2000,Mechanical,Kaunas
Peugeot 206,650,2.0,Diesel,2003,Mechanical,Vilkaviskis
Chrysler Voyager,680,2.5,Diesel,2004,Mechanical,Vilnius
Volkswagen Passat B5,700,1.6,Gasoline,1998,Mechanical,Alytus
Ford Fiesta Mk6,700,1.4,Diesel,2004,Mechanical,Kursenai
Toyota Yaris Verso,750,1.3,Gasoline,2001,Mechanical,Radviliskis
Opel Astra,750,2.0,Diesel,2000,Mechanical,Vilkaviskis
Citroen C5,750,2.2,Diesel,2005,Automatic,Jonava
Audi A3,750,1.8,Gasoline,2000,Mechanical,Vilkaviskis
Volkswagen Passat,750,1.9,Diesel,1998,Mechanical,Klaipeda
Audi A4,750,2.5,Diesel,2003,Automatic,Anyksciai
Opel Zafira,790,2.0,Diesel,2001,Mechanical,Kaunas
Opel Astra,800,1.6,Gasoline,1998,Mechanical,Kaisiadorys
Ford Mondeo,800,2.2,Diesel,2005,Mechanical,Kedainiai
Skoda Octavia,800,1.9,Diesel,2007,Mechanical,Vilnius
Volkswagen Golf,800,1.9,Diesel,1998,Mechanical,Anyksciai
Volkswagen Passat B5,800,1.9,Diesel,2000,Mechanical,Vilnius
Opel Zafira,830,2.0,Diesel,2002,Mechanical,Kursenai
Ford Galaxy,850,1.9,Diesel,2003,Automatic,Vilnius
Toyota Corolla,850,1.4,Gasoline,2000,Mechanical,Telsiai
Subaru Legacy,850,2.5,Gasoline,2000,Automatic,Alytus
Volkswagen Passat,880,1.8,Petrol / Gas,1998,Mechanical,Kursenai
Opel Signum,950,2.2,Diesel,2004,Mechanical,Vilnius
Citroen C5,950,2.0,Diesel,2005,Mechanical,Vilnius
Audi A6,950,1.9,Diesel,1997,Mechanical,Utena
Audi 80 B3,950,1.8,Petrol / Gas,1989,Mechanical,Silute
Volkswagen Golf V,950,1.9,Diesel,2004,Mechanical,Jonava
Opel Astra II,950,2.0,Diesel,2000,Mechanical,Kaunas
Opel Astra,950,1.6,Gasoline,2005,Mechanical,Druskininkai
Volkswagen Passat,970,1.9,Diesel,1997,Mechanical,Druskininkai
Opel Signum,980,2.2,Diesel,2003,Mechanical,Alytus
Volkswagen Passat,990,1.9,Diesel,1999,Automatic,Utena
Citroen Evasion,999,2.0,Diesel,2001,Mechanical,Kaunas
Land Rover Freelander I,999,2.0,Diesel,2003,Mechanical,Marijampole
Audi A6,1000,1.9,Diesel,1997,Mechanical,Vilnius
Audi A3,1000,1.9,Diesel,1998,Mechanical,Pasvalys
Mercedes-Benz A 190,1000,1.9,Gasoline,2003,Mechanical,Kaunas
Opel Signum,1000,2.2,Diesel,2003,Mechanical,Marijampole
Subaru Impreza,1000,2.0,Gasoline,1998,Automatic,Vilnius
Volkswagen Sharan,1050,2.8,Gasoline,1996,Automatic,Marijampole
BMW 320 E46,1050,2.0,Diesel,2000,Mechanical,Ukmerge
Peugeot 407,1050,2.0,Diesel,2004,Mechanical,Alytus
Audi A4 B5,1100,1.9,Diesel,1996,Mechanical,Vilnius
BMW 530 E39,1100,3.0,Diesel,2001,Mechanical,Vilnius
Volvo S80,1100,2.0,Petrol / Gas,1998,Mechanical,Vilnius
Hyundai Getz,1150,1.4,Gasoline,2007,Mechanical,Vilnius
Skoda Octavia,1150,1.9,Diesel,1998,Mechanical,Utena
BMW 320 E46,1150,2.0,Diesel,2002,Mechanical,Vilnius
Audi A4 B5,1150,1.9,Diesel,2000,Mechanical,Rokiskis
Ford Focus C-Max,1190,1.6,Diesel,2004,Mechanical,Kaunas
BMW 318 E46,1200,2.0,Gasoline,2005,Mechanical,Kaunas
Nissan Primera,1200,2.2,Diesel,2022,Mechanical,Alytus
Toyota Corolla Verso,1200,2.0,Diesel,2002,Mechanical,Klaipeda
Audi A8,1200,3.7,Petrol / Gas,1998,Automatic,Panevezys
Volvo S60 I,1200,2.4,Gasoline,2001,Mechanical,Vilnius
Audi 100 C3,1250,2.3,Gasoline,1987,Mechanical,Utena
Peugeot 307,1250,1.6,Diesel,2007,Mechanical,Vilnius
Citroen C4 I,1300,1.6,Gasoline,2007,Mechanical,Radviliskis
Audi 80,1300,1.8,Gasoline,1987,Mechanical,Jurbarkas
Seat Ibiza,1350,1.2,Gasoline,2007,Mechanical,Kaunas
Ford Fiesta Mk6,1350,1.2,Gasoline,2006,Mechanical,Marijampole
Opel Vectra C,1350,2.2,Diesel,2005,Automatic,Kaunas
Ford Tourneo Connect,1450,1.8,Gasoline,2004,Mechanical,Radviliskis
Volvo V70,1450,2.4,Diesel,2003,Mechanical,Radviliskis
BMW 520,1450,2.0,Gasoline,1997,Mechanical,Kaunas
Volkswagen Touran,1450,1.9,Diesel,2003,Mechanical,Telsiai
Audi 100 C4,1450,2.5,Diesel,1992,Mechanical,Siauliai
Volvo V70 II,1450,2.4,Diesel,2003,Automatic,Raseiniai
Opel Astra III,1499,1.9,Diesel,2006,Mechanical,Kaunas
Volkswagen Passat,1499,2.0,Diesel,2006,Mechanical,Silale
Volkswagen Polo,1500,1.2,Gasoline,2007,Mechanical,Vilnius
Volkswagen Golf,1500,1.6,Gasoline,2004,Mechanical,Vilnius
Mercedes-Benz A 180 W169,1500,2.0,Diesel,2004,Mechanical,Marijampole
Honda Jazz,1500,1.3,Gasoline,2003,Mechanical,Marijampole
Opel Meriva,1500,1.6,Gasoline,2005,Automatic,Marijampole
Toyota Avensis II,1500,2.0,Diesel,2008,Mechanical,Kaunas
Volvo V70 II,1500,2.5,Gasoline,2003,Automatic,Kaunas
Volkswagen Sharan,1500,2.0,Petrol / Gas,2001,Mechanical,Vilnius
Volkswagen Passat B5,1500,1.9,Diesel,1998,Mechanical,Svencionys
Audi A4 B6,1500,2.5,Diesel,2002,Automatic,Prienai
Alfa Romeo GT,1500,2.0,Gasoline,2005,Automatic,Alytus
Audi A6,1500,2.5,Diesel,1995,Mechanical,Telsiai
Opel Vectra C,1500,1.9,Diesel,2006,Mechanical,Vilnius
Volvo S60 I,1500,2.4,Petrol / Gas,2004,Mechanical,Klaipeda
Chrysler Sebring,1500,2.4,Petrol / Gas,2007,Automatic,Kedainiai
Skoda Octavia,1500,1.9,Diesel,2005,Mechanical,Taurage
Hyundai Tucson,1500,2.0,Diesel,2008,Mechanical,Anyksciai
Opel Vectra,1500,2.2,Gasoline,2004,Automatic,Klaipeda
Peugeot 207,1550,1.6,Diesel,2007,Mechanical,Kaunas
Volkswagen Golf IV,1550,1.9,Diesel,2002,Mechanical,Kelme
Mercedes-Benz 420,1550,2.9,Diesel,2002,Mechanical,Siauliai
Peugeot 1007,1550,1.4,Petrol / Gas,2006,Mechanical,Kedainiai
Audi A4,1550,1.9,Diesel,2004,Mechanical,Utena
Audi A3 8P,1550,1.6,Gasoline,2003,Mechanical,Klaipeda
BMW 328 E46,1550,2.8,Petrol / Gas,2001,Mechanical,Kelme
Citroen C8,1550,2.0,Petrol / Gas,2002,Mechanical,Vilnius
BMW 330,1550,3.0,Diesel,2002,Mechanical,Kaunas
Audi A6,1550,2.8,Petrol / Gas,1997,Mechanical,Mazeikiai
Opel Movano,1550,1.9,Diesel,2002,Mechanical,Telsiai
BMW 525 E39,1550,2.5,Diesel,2002,Automatic,Vilnius
Kia Cerato,1550,1.5,Diesel,2006,Mechanical,Kaunas
Daihatsu Gran Move,1550,1.6,Gasoline,2000,Mechanical,Vilnius
Chrysler PT Cruiser,1599,2.2,Diesel,2004,Mechanical,Klaipeda
Volkswagen Passat B6,1599,2.0,Diesel,2007,Mechanical,Rokiskis
Audi A3,1600,1.9,Diesel,2003,Mechanical,Silale
BMW 320,1600,2.2,Petrol / Gas,2001,Automatic,Kretinga
Toyota Avensis Verso,1600,2.0,Diesel,2004,Mechanical,Vilnius
Audi A6 C4,1600,2.5,Diesel,1996,Mechanical,Vilnius
Mazda 5 I,1600,2.0,Diesel,2008,Mechanical,Pasvalys
Audi A3,1600,1.9,Diesel,1999,Automatic,Kretinga
Citroen Berlingo,1600,1.6,Diesel,2009,Mechanical,Kedainiai
Skoda Superb,1600,1.9,Diesel,2005,Mechanical,Panevezys
Skoda Superb I,1600,1.9,Diesel,2004,Mechanical,Siauliai
Volvo S60 I,1600,2.4,Diesel,2005,Automatic,Kaunas
Opel Meriva,1600,1.4,Gasoline,2005,Mechanical,Joniskis
Mitsubishi Outlander,1600,2.4,Petrol / Gas,2005,Automatic,Vilnius
Audi A6,1620,1.9,Diesel,1998,Mechanical,Vilnius
Nissan Note I,1650,1.5,Diesel,2007,Mechanical,Kelme
BMW 320,1650,2.0,Diesel,2004,Mechanical,Panevezys
Nissan Primastar,1650,1.9,Diesel,2005,Mechanical,Jurbarkas
Opel Vectra,1650,2.2,Diesel,2002,Mechanical,Radviliskis
BMW 325 E46,1650,2.5,Gasoline,2001,Mechanical,Vilnius
Citroen Jumper,1650,2.2,Diesel,2005,Mechanical,Siauliai
Toyota Yaris,1690,1.4,Diesel,2005,Mechanical,Trakai
Peugeot 407,1699,2.0,Diesel,2006,Mechanical,Vilnius
Volkswagen Golf V,1700,2.0,Diesel,2007,Mechanical,Radviliskis
Peugeot 607,1700,2.2,Gasoline,2006,Automatic,Druskininkai
Mercedes-Benz E 220,1700,2.2,Diesel,2005,Automatic,Vilnius
Seat Leon I,1700,1.9,Diesel,2003,Mechanical,Panevezys
Audi A4 B6,1700,1.9,Diesel,2003,Mechanical,Taurage
Citroen C2,1700,1.2,Gasoline,2008,Mechanical,Silute
BMW 530 E39,1700,3.0,Diesel,2001,Automatic,Taurage
Audi A4 B6,1750,1.9,Diesel,2002,Mechanical,Vilnius
BMW 525,1750,2.5,Diesel,2003,Mechanical,Ukmerge
Honda Accord,1750,2.2,Diesel,2005,Mechanical,Siauliai
Citroen Xsara Picasso,1750,1.6,Diesel,2005,Mechanical,Panevezys
Audi A4,1750,1.8,Gasoline,1998,Automatic,Jonava
Opel Zafira B,1750,1.9,Diesel,2005,Mechanical,Siauliai
Audi A3,1750,2.0,Diesel,2003,Mechanical,Utena
Audi A4,1800,1.9,Diesel,2002,Mechanical,Klaipeda
Volvo S80 I,1800,2.4,Diesel,2003,Automatic,Vilnius
Volvo XC70,1800,2.4,Diesel,2003,Automatic,Vilnius
Audi A4 B7,1800,2.0,Diesel,2005,Mechanical,Vilnius
Audi A8,1800,2.5,Diesel,1998,Mechanical,Kaunas
BMW 530 E39,1800,3.0,Diesel,2001,Automatic,Raseiniai
Opel Omega B FL,1800,2.5,Diesel,2004,Automatic,Palanga
Peugeot 407,1800,1.6,Diesel,2008,Mechanical,Panevezys
Volkswagen Passat,1850,1.9,Diesel,2003,Mechanical,Vilnius
Peugeot 307,1850,1.6,Diesel,2008,Mechanical,Kaunas
Volvo S60,1850,2.4,Diesel,2002,Mechanical,Panevezys
Audi A6,1850,2.8,Petrol / Gas,1998,Mechanical,Vilnius
BMW 325 E36,1850,2.5,Gasoline,1991,Mechanical,Siauliai
Ford C-MAX,1850,1.6,Gasoline,2005,Mechanical,Vilnius
Audi A4,1880,1.9,Diesel,2003,Mechanical,Ariogala
BMW 323 E36,1899,2.5,Gasoline,1996,Mechanical,Vilnius
Toyota Corolla Verso,1900,2.2,Diesel,2005,Mechanical,Vilnius
Volkswagen Touran,1900,1.9,Diesel,2005,Mechanical,Jurbarkas
Mercedes-Benz 110,1900,2.3,Diesel,1998,Mechanical,Kursenai
BMW 530 E60,1900,3.0,Diesel,2004,Automatic,Vilnius
Alfa Romeo 159,1900,1.9,Diesel,2007,Mechanical,Vilnius
BMW 320,1940,2.0,Diesel,2002,Automatic,Kaunas
Opel Zafira,1950,2.2,Gasoline,2005,Mechanical,Vilkaviskis
Volvo V70,1950,2.4,Diesel,2002,Mechanical,Vilnius
Audi A4,1950,2.5,Diesel,2002,Mechanical,Vilnius
BMW 320 E46,1950,2.2,Gasoline,2002,Mechanical,Vilnius
Audi 80,1999,1.8,Gasoline,1985,Mechanical,Vilnius
Jeep Cherokee,1999,2.5,Diesel,2004,Mechanical,Pasvalys
Lada Niva,1999,1.7,Gasoline,2010,Mechanical,Vilnius
BMW 530 E39,2000,3.0,Diesel,2003,Automatic,Ukmerge
Infiniti FX35,2000,3.5,Petrol / Gas,2004,Automatic,Vilnius
Fiat Punto,2000,1.2,Diesel,2010,Mechanical,Kaunas
Audi A6,2000,2.5,Diesel,2004,Automatic,Jurbarkas
Volvo S80 I,2000,2.4,Diesel,2002,Mechanical,Alytus
Volvo S40,2000,2.0,Diesel,2004,Mechanical,Marijampole
Nissan Primastar,2000,1.9,Diesel,2004,Mechanical,Vilnius
Opel Astra III,2050,1.7,Diesel,2005,Mechanical,Kaunas
Audi A3 8P,2050,1.9,Diesel,2004,Mechanical,Kaunas
Opel Meriva,2100,1.6,Gasoline,2008,Mechanical,Panevezys
BMW 320,2100,2.0,Gasoline,1991,Mechanical,Vilnius
Peugeot Boxer,2100,2.2,Diesel,2006,Mechanical,Vilnius
Toyota Previa,2100,2.0,Diesel,2004,Mechanical,Vilnius
Volvo V70 II,2100,2.4,Diesel,2005,Mechanical,Vilnius
Opel Frontera,2100,2.2,Diesel,1999,Mechanical,Kedainiai
Toyota Avensis II,2150,2.2,Diesel,2005,Mechanical,Vilnius
Citroen Jumper,2189,2.2,Diesel,2007,Mechanical,Alytus
BMW 323 E36,2200,2.5,Gasoline,1996,Mechanical,Alytus
BMW 530 E39,2200,3.0,Diesel,2002,Automatic,Akmene
Citroen C4 Grand Picasso,2200,2.0,Diesel,2007,Automatic,Kaunas
Mercedes-Benz E 320 W211,2200,3.2,Diesel,2004,Automatic,Klaipeda
Volvo V50,2200,1.6,Diesel,2006,Mechanical,Mazeikiai
Toyota Avensis Verso,2200,2.0,Diesel,2004,Mechanical,Kaunas
Volkswagen Touran,2200,1.9,Diesel,2004,Mechanical,Jurbarkas
Volkswagen Eos,2200,2.0,Gasoline,2006,Mechanical,Klaipeda
Mercedes-Benz 308,2250,2.3,Diesel,1993,Mechanical,Raseiniai
Ford Focus,2250,1.6,Diesel,2005,Mechanical,Anyksciai
Ford Transit V (2000-2006),2250,2.0,Diesel,2005,Mechanical,Radviliskis
Audi A8 D2,2280,2.8,Petrol / Gas,1998,Automatic,Vilnius
Audi A4 B6,2300,1.9,Diesel,2004,Automatic,Kaunas
Volkswagen Passat B6,2300,2.0,Diesel,2007,Automatic,Sirvintos
Honda FR-V,2300,2.0,Gasoline,2006,Mechanical,Sirvintos
Seat Leon,2300,1.9,Diesel,2007,Mechanical,Panevezys
Volvo V70,2300,2.4,Diesel,2005,Mechanical,Pakruojis
Volkswagen Touran,2350,2.0,Diesel,2006,Mechanical,Siauliai
Volkswagen LT,2350,2.5,Diesel,2003,Mechanical,Jurbarkas
Renault Megane II,2350,2.0,Gasoline,2004,Mechanical,Marijampole
Ford Focus,2350,1.6,Gasoline,2006,Mechanical,Vilnius
Toyota Previa,2400,2.0,Diesel,2002,Mechanical,Vilnius
Volvo V50,2400,2.0,Diesel,2008,Mechanical,Klaipeda
Volkswagen Golf V,2450,1.9,Diesel,2004,Mechanical,Kelme
Peugeot 407,2450,2.0,Diesel,2008,Automatic,Jurbarkas
BMW 118 E87,2450,1.8,Gasoline,2005,Mechanical,Kaunas
Toyota Avensis II,2450,2.0,Diesel,2007,Mechanical,Kaunas
Volkswagen Golf,2450,1.9,Diesel,2005,Mechanical,Siauliai
Kia Picanto,2470,1.1,Gasoline,2006,Mechanical,Klaipeda
Ford Focus,2490,1.6,Gasoline,2010,Mechanical,Marijampole
Toyota Previa,2499,2.0,Diesel,2002,Mechanical,Vilnius
Fiat Ducato III,2500,2.3,Diesel,2007,Mechanical,Radviliskis
Volkswagen Golf V,2500,1.9,Diesel,2004,Mechanical,Kaunas
Audi A4 B6,2500,1.9,Diesel,2002,Mechanical,Klaipeda
Volkswagen Transporter T4,2500,2.5,Diesel,1997,Mechanical,Vilnius
Volkswagen Passat,2500,2.0,Diesel,2007,Mechanical,Kaisiadorys
Toyota Prius,2500,1.5,Petrol / Gas,2007,Automatic,Klaipeda
Toyota Auris,2500,1.4,Diesel,2008,Mechanical,Vilnius
Ford Focus Mk2,2500,1.6,Diesel,2005,Mechanical,Kaunas
BMW 320,2500,2.0,Gasoline,2006,Mechanical,Kaunas
Seat Altea,2500,2.0,Diesel,2006,Mechanical,Kaunas
Audi A4,2500,2.0,Diesel,2005,Mechanical,Vilnius
Volvo V70,2500,2.4,Diesel,2006,Automatic,Vilnius
Volkswagen Transporter,2500,2.5,Diesel,2000,Mechanical,Klaipeda
Citroen C5,2500,2.0,Gasoline,2007,Mechanical,Vilnius
Volkswagen Passat B6,2550,2.0,Diesel,2006,Mechanical,Vilnius
Mercedes-Benz E 320 W211,2550,3.2,Diesel,2002,Automatic,Birzai
Mercedes-Benz ML 430 W163,2600,4.3,Petrol / Gas,2000,Automatic,Anyksciai
Peugeot 308,2600,1.6,Diesel,2007,Mechanical,Vilnius
Opel Vectra,2600,1.9,Diesel,2007,Mechanical,Birstonas
Toyota Corolla Verso,2600,2.2,Diesel,2006,Mechanical,Klaipeda
Volkswagen Golf,2600,2.0,Diesel,2008,Mechanical,Siauliai
Volkswagen Passat B6,2600,2.0,Diesel,2007,Mechanical,Vilnius
Skoda Octavia II,2650,2.0,Gasoline,2008,Mechanical,Kaunas
BMW 320 E46,2700,2.0,Diesel,2004,Mechanical,Vilnius
Renault Trafic,2700,1.9,Diesel,2004,Mechanical,Kaunas
BMW 525,2700,2.5,Diesel,1995,Mechanical,Klaipeda
BMW 730,2700,3.0,Diesel,2023,Automatic,Birzai
Seat Alhambra,2700,1.9,Diesel,2003,Mechanical,Vilnius
Volkswagen LT,2700,2.5,Diesel,2000,Mechanical,Mazeikiai
Opel Corsa D,2700,1.3,Diesel,2011,Mechanical,Klaipeda
Hyundai Santa Fe I,2700,2.0,Diesel,2004,Mechanical,Alytus
Seat Leon II,2700,2.0,Diesel,2008,Mechanical,Radviliskis
Renault Trafic,2700,1.9,Diesel,2004,Mechanical,Vilnius
Volkswagen Golf,2750,1.9,Diesel,2008,Mechanical,Jurbarkas
Toyota Yaris II,2750,1.4,Diesel,2008,Mechanical,Birstonas
Ford Fusion,2750,1.4,Diesel,2008,Automatic,Jurbarkas
Opel Astra,2750,1.6,Gasoline,2007,Mechanical,Marijampole
Opel Astra,2750,1.6,Gasoline,2007,Mechanical,Marijampole
Skoda Octavia,2790,1.9,Diesel,2008,Mechanical,Siauliai
BMW 520 E60,2800,2.2,Gasoline,2004,Mechanical,Vilnius
Opel Astra,2800,1.7,Diesel,2008,Mechanical,Rokiskis
Volkswagen Golf V,2800,1.9,Diesel,2006,Mechanical,Palanga
Ford Mondeo,2800,2.0,Diesel,2009,Automatic,Vilnius
Alfa Romeo 159,2800,1.9,Diesel,2006,Automatic,Vilnius
Volkswagen Passat,2800,1.6,Diesel,2010,Mechanical,Rokiskis
Seat Alhambra,2850,1.9,Diesel,2006,Mechanical,Vilnius
Audi A2,2850,1.4,Diesel,2004,Mechanical,Klaipeda
BMW 525,2850,2.5,Diesel,2003,Automatic,Vilnius
Mercedes-Benz E 270 W211,2850,2.7,Diesel,2004,Automatic,Varena
Renault Clio,2850,1.5,Diesel,2010,Mechanical,Rokiskis
Mercedes-Benz Viano,2850,2.2,Diesel,2005,Automatic,Marijampole
Volkswagen Golf Plus,2850,2.0,Diesel,2007,Automatic,Jurbarkas
BMW 320 E90,2895,2.0,Diesel,2005,Mechanical,Telsiai
Toyota Yaris Verso,2899,1.3,Gasoline,2003,Automatic,Vilnius
Peugeot 407,2900,2.2,Diesel,2008,Mechanical,Vilnius
Volvo V70 II,2950,2.4,Diesel,2006,Automatic,Telsiai
BMW 325,2950,2.5,Gasoline,2000,Mechanical,Radviliskis
Volkswagen Sharan,2950,1.9,Diesel,2005,Mechanical,Vilnius
Toyota Auris,2950,2.0,Diesel,2008,Mechanical,Vilnius
Skoda Fabia,2950,1.4,Diesel,2009,Mechanical,Mazeikiai
Opel Zafira,2950,1.6,Petrol / Gas,2008,Mechanical,Marijampole
Audi A4 B6,2999,3.0,Petrol / Gas,2003,Mechanical,Kaunas
Seat Altea,3000,1.9,Diesel,2008,Mechanical,Vilnius
Honda Civic VIII,3000,2.2,Diesel,2006,Mechanical,Siauliai
Mercedes-Benz S 400,3000,4.0,Diesel,2001,Automatic,Vilnius
Toyota Avensis,3000,2.2,Diesel,2007,Mechanical,Skuodas
Mercedes-Benz E 320,3000,3.2,Gasoline,2005,Automatic,Gargzdai
Audi A4,3050,2.0,Diesel,2006,Mechanical,Mazeikiai
Volvo S40 II,3100,2.4,Petrol / Gas,2008,Automatic,Vilnius
Volkswagen Golf Plus,3100,2.0,Diesel,2007,Automatic,Jurbarkas
Toyota Corolla Verso,3100,2.2,Diesel,2006,Mechanical,Vilnius
Kia Sorento,3100,35.,Petrol / Gas,2003,Automatic,Sirvintos
Volkswagen Touran,3100,2.0,Diesel,2006,Mechanical,Kedainiai
BMW 525,3150,2.5,Diesel,2004,Automatic,Vilnius
Volkswagen Passat,3150,1.9,Diesel,2008,Mechanical,Kaunas
Fiat Punto,3150,1.3,Diesel,2011,Mechanical,Vilnius
BMW X3,3200,3.0,Diesel,2004,Automatic,Vilnius
Ford C-MAX I,3200,1.6,Diesel,2009,Mechanical,Anyksciai
Volkswagen Passat B6,3200,2.0,Diesel,2006,Mechanical,Kaunas
Volkswagen Golf,3200,2.0,Diesel,2004,Mechanical,Marijampole
Volkswagen Sharan,3200,1.9,Diesel,2005,Mechanical,Zarasai
Volkswagen Golf V,3200,1.4,Gasoline,2007,Mechanical,Taurage
BMW 320 E90,3200,2.0,Diesel,2008,Mechanical,Raseiniai
Cadillac Deville,3200,4.6,Petrol / Gas,2002,Automatic,Ukmerge
Volvo V70 II,3200,2.4,Diesel,2007,Mechanical,Vilnius
Audi A6,3250,2.7,Diesel,2006,Automatic,Marijampole
Subaru OUTBACK III,3250,2.5,Gasoline,2007,Mechanical,Vilnius
BMW 320,3300,2.0,Diesel,2005,Mechanical,Silale
Toyota RAV4,3300,2.0,Petrol / Gas,2004,Mechanical,Silute
Volkswagen Golf V,3300,1.9,Diesel,2007,Mechanical,Panevezys
Hyundai Tucson,3300,2.0,Diesel,2006,Mechanical,Vilkaviskis
Volvo V50,3300,1.6,Diesel,2010,Mechanical,Ukmerge
Volkswagen Polo V,3350,1.2,Diesel,2010,Mechanical,Vilnius
Ford S-Max,3400,2.0,Diesel,2009,Mechanical,Siauliai
Volvo XC90 I,3400,2.4,Diesel,2004,Automatic,Siauliai
Volkswagen Passat,3400,2.0,Diesel,2009,Mechanical,Jurbarkas
Toyota Prius,3450,1.5,N/A,2007,Automatic,Marijampole
Skoda Octavia II,3499,2.0,Diesel,2008,Automatic,Ukmerge
BMW X5 E53,3500,3.0,Diesel,2003,Automatic,Vilnius
Volkswagen Passat,3500,2.0,Diesel,2014,Mechanical,Siauliai
Ford S-Max,3500,2.0,Diesel,2007,Mechanical,Kursenai
BMW 320,3500,2.0,Diesel,2007,Automatic,Birstonas
Audi A6 C6,3500,3.0,Diesel,2005,Automatic,Kaunas
BMW 530,3500,3.0,Diesel,2005,Mechanical,Birzai
Nissan X-Trail,3500,2.2,Diesel,2004,Mechanical,Taurage
Seat Alhambra,3500,2.0,Diesel,2005,Mechanical,Vilnius
BMW 118,3500,2.0,Diesel,2009,Mechanical,Vilnius
Volvo XC90,3500,2.4,Diesel,2006,Automatic,Siauliai
Volkswagen Passat,3500,1.9,Diesel,2008,Mechanical,Kaunas
Nissan King Cab,3500,2.5,Diesel,2004,Mechanical,Vilnius
Audi A8 D2,3550,3.7,Petrol / Gas,2001,Automatic,Kaisiadorys
BMW X5 E53,3550,3.0,Diesel,2003,Automatic,Ukmerge
BMW 118 E87,3550,1.8,Diesel,2006,Mechanical,Utena
BMW 525,3600,2.5,Diesel,2004,Automatic,Mazeikiai
Audi A3,3600,2.0,Diesel,2005,Automatic,Vilnius
Subaru G3X Justy,3600,1.3,Gasoline,2007,Mechanical,Moletai
Mercedes-Benz C 220 W204,3600,2.2,Diesel,2008,Automatic,Silute
Volkswagen LT,3600,2.5,Diesel,2001,Mechanical,Klaipeda
Mercedes-Benz Sprinter,3600,2.9,Diesel,1997,Mechanical,Kaunas
Volkswagen Touran,3650,2.0,Diesel,2007,Mechanical,Kedainiai
BMW 530,3650,3.0,Diesel,2003,Automatic,Kaunas
BMW 530 E60,3700,3.0,Diesel,2003,Automatic,Kaunas
Subaru Forester,3750,2.5,Gasoline,2005,Mechanical,Kaunas
Renault Mascott,3750,2.8,Diesel,2000,Mechanical,Vilnius
BMW 330 E46,3750,3.0,Diesel,2003,Mechanical,Vilnius
Kia Sorento,3799,2.5,Diesel,2006,Automatic,Marijampole
Audi Coupe,3800,2.3,Petrol / Gas,1991,Automatic,Jurbarkas
BMW 320,3800,2.0,Petrol / Gas,2006,Automatic,Kretinga
Volkswagen Transporter T4,3850,1.9,Diesel,1996,Mechanical,Vilkaviskis
BMW 730 E65/66,3850,3.0,Diesel,2004,Automatic,Svencionys
Seat Leon,3850,1.4,Gasoline,2011,Mechanical,Kaunas
Volkswagen Jetta,3850,1.6,Gasoline,2006,Automatic,Utena
BMW 120 E87,3888,2.0,Gasoline,2006,Automatic,Vilnius
BMW 530 E60,3900,3.0,Diesel,2004,Automatic,Radviliskis
Volvo C70,3900,2.4,Diesel,2007,Automatic,Alytus
Volvo V70,3950,2.4,Diesel,2006,Mechanical,Vilnius
Opel Corsa,3950,1.2,Gasoline,2009,Mechanical,Kretinga
Kia Sorento,3950,2.5,Diesel,2008,Mechanical,Klaipeda
Renault Scenic III,3990,1.5,Diesel,2011,Mechanical,Kaunas
Opel Insignia,3999,2.0,Diesel,2012,Mechanical,Siauliai
BMW 320,4000,2.0,Diesel,2008,Automatic,Kaunas
BMW 525,4000,2.5,Diesel,2005,Mechanical,Vilnius
Ford Transit VI,4000,2.2,Diesel,2009,Mechanical,Kaunas
Skoda Superb,4000,1.8,Gasoline,2005,Mechanical,Vilnius
